標題,評論內容,評論時間
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 聞標題一定要轉「全文」，漏一段也水,36.226.168.149 07/31 14:13
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 桶。,36.226.168.149 07/31 14:13
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 所以最好的作法就是不要轉錄。,36.226.168.149 07/31 14:13
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 那4845會了啥.笑屎.3r會8錢.3r94大7好樣,124.8.36.178 07/31 14:13
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 真的，我全都用討論，貼個連結了事,73.32.128.181 07/31 14:14
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 最多就是貼自己想貼的一兩句,73.32.128.181 07/31 14:15
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 四十字好麻煩,223.138.26.52 07/31 14:15
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 你很聰明，那樣就沒事。擷圖不踩板規,36.226.168.149 07/31 14:15
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 轉錄用下去就跟承太郎的時停一樣，一,36.226.168.149 07/31 14:16
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 定要做點什麼不然對方就會反擊了,36.226.168.149 07/31 14:16
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 要全禁擷圖要三個板主同意喔,36.226.168.149 07/31 14:31
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 而且還有擷圖躲推文這招可以完美躲開,36.226.168.149 07/31 14:31
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 板規2-5D,36.226.168.149 07/31 14:31
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 因為2-5D寫死了只管回文跟發文。,36.226.168.149 07/31 14:32
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 全禁擷圖要在JPTT貼圖壞掉的時候啦，,42.72.113.108 07/31 15:10
[公告] goldenfire 14天 柯粉板主又刪了一篇豹紋,: 這個修好了你禁下去會捅不完XD,42.72.113.108 07/31 15:10
[公告] SorryThanks 2-2 7天 政黑怎麼綠光罩頂,: 綠光罩頂器,223.137.152.2 07/31 14:04
[公告] SorryThanks 2-2 7天 政黑怎麼綠光罩頂,: 紅橙黃綠藍 美麗的歐若拉,223.138.26.52 07/31 14:06
[公告] SorryThanks 2-2 7天 政黑怎麼綠光罩頂,: 難道要投白？下架了欸,223.137.108.89 07/31 14:07
[公告] Werttrew 7天 休息一天該水桶都要還的,: 觸電般不可思議 像一個奇蹟,223.138.26.52 07/31 14:08
[公告] Werttrew 7天 休息一天該水桶都要還的,: 字數沒滿40 這邏輯是啥,1.164.25.5 07/31 14:09
[公告] abcdefptt 7天 你就是綠光 如此的唯一,: 這篇是不是忘記M(舉手,42.77.48.55 07/31 14:18
[公告] songgood 14天 撞到人要說對不起,: 啊咧，怎麼進桶了？哭啊,223.137.152.2 07/31 14:11
[公告] songgood 14天 撞到人要說對不起,: 洗文洗到進桶，哭啊！,27.240.208.47 07/31 14:38
[公告] songgood 14天 撞到人要說對不起,: 恭喜,1.200.248.80 07/31 14:39
[公告] songgood 14天 撞到人要說對不起,: 松菇少一個地方發廢文了,101.9.238.154 07/31 15:00
[公告] songgood 14天 撞到人要說對不起,: 反串過頭了齁,111.82.101.174 07/31 15:02
[公告] songgood 14天 撞到人要說對不起,: 不能發文的版主，開始海巡了嗎？,1.200.33.37 07/31 16:27
[公告] hshshs 7天 誰說不能黑白配,: 3R的歌詞接龍都會發錢,223.138.26.52 07/31 14:11
[公告] hshshs 7天 誰說不能黑白配,: 看演唱會沒空，星期一板主上班狂桶趕,223.137.152.2 07/31 14:12
[公告] hshshs 7天 誰說不能黑白配,: 進度？,223.137.152.2 07/31 14:12
[公告] hshshs 7天 誰說不能黑白配,: 楚瑜去看羅志祥演唱會喔？,223.138.26.52 07/31 14:14
[公告] hshshs 7天 誰說不能黑白配,: 告五人吧,1.164.25.5 07/31 14:15
[公告] hshshs 7天 誰說不能黑白配,: 五告冷,114.136.235.215 07/31 14:19
[公告] hshshs 7天 誰說不能黑白配,: 水桶冷.笑屎.擠1點卡燒..,124.8.36.178 07/31 14:20
[公告] hshshs 7天 誰說不能黑白配,: 柯粉大將又-1,114.137.70.177 07/31 14:24
[公告] hshshs 7天 誰說不能黑白配,: 柯粉-1,111.82.101.174 07/31 15:01
[公告] hshshs 7天 誰說不能黑白配,: 柯黑一直亂ban我柯粉大將,49.216.174.195 07/31 15:08
[公告] mynumber55 3-1 35天 寶貝對不起,: 歌怎麼越來越老,223.138.26.52 07/31 14:26
[公告] mynumber55 3-1 35天 寶貝對不起,: 1F白癡,1.164.25.5 07/31 14:26
[公告] mynumber55 3-1 35天 寶貝對不起,: 靠杯 你搶那麼快幹嘛,1.164.25.5 07/31 14:26
[公告] mynumber55 3-1 35天 寶貝對不起,: 我是白癡 對不起,1.164.25.5 07/31 14:26
[公告] mynumber55 3-1 35天 寶貝對不起,: 報告老師 第三章,223.138.26.52 07/31 14:27
[公告] mynumber55 3-1 35天 寶貝對不起,: QAQ,1.164.25.5 07/31 14:27
[公告] mynumber55 3-1 35天 寶貝對不起,: 二樓這個被檢舉一定35天了,36.226.168.149 07/31 14:28
[公告] mynumber55 3-1 35天 寶貝對不起,: 哈哈哈,1.164.25.5 07/31 14:29
[公告] mynumber55 3-1 35天 寶貝對不起,: 不過就算一樓是我，我也不會檢舉啦，,36.226.168.149 07/31 14:29
[公告] mynumber55 3-1 35天 寶貝對不起,: 就玩梗玩到自爆w,36.226.168.149 07/31 14:29
[公告] mynumber55 3-1 35天 寶貝對不起,: 窩不是故意的,1.164.25.5 07/31 14:32
[公告] mynumber55 3-1 35天 寶貝對不起,: 有話好說,1.164.25.5 07/31 14:32
[公告] mynumber55 3-1 35天 寶貝對不起,: 好那算了,223.138.26.52 07/31 14:32
[公告] mynumber55 3-1 35天 寶貝對不起,: <3,1.164.25.5 07/31 14:34
[公告] mynumber55 3-1 35天 寶貝對不起,: 充滿了快活的氣氛,223.137.152.2 07/31 14:38
[公告] mynumber55 3-1 35天 寶貝對不起,: .......,114.136.240.235 07/31 14:47
[公告] mynumber55 3-1 35天 寶貝對不起,: XDDDD,158.88.48.3 07/31 14:47
Fw: [公告] 8/5 停機公告,: 錢,1.164.25.5 07/31 14:31
Fw: [公告] 8/5 停機公告,: 柯黑何去何從,203.204.194.135 07/31 14:32
Fw: [公告] 8/5 停機公告,: 還有推特X,1.164.25.5 07/31 14:33
Fw: [公告] 8/5 停機公告,: 民進黨又惹火我了,223.137.152.2 07/31 14:36
Fw: [公告] 8/5 停機公告,: 某人：說好的不缺電呢,223.139.82.120 07/31 14:39
Fw: [公告] 8/5 停機公告,: 悲報,39.12.80.197 07/31 14:41
Fw: [公告] 8/5 停機公告,: 沒差 當天去成人展沒空上ptt,223.137.165.175 07/31 15:01
Fw: [公告] 8/5 停機公告,: 塔綠班側翼網軍崩潰,118.160.70.161 07/31 15:16
Fw: [公告] 8/5 停機公告,: 下星期六,111.71.214.87 07/31 17:37
Fw: [公告] 8/5 停機公告,: 賴的高學歷也不低吧，只是柯的更高,59.124.165.188 08/01 09:25
Fw: [公告] 8/5 停機公告,: 版主：有版友一直發信說我是網軍，可,49.216.237.191 08/02 18:45
Fw: [公告] 8/5 停機公告,: 以檢舉他嗎,49.216.237.191 08/02 18:45
Fw: [公告] 8/5 停機公告,: 那柯黑這天有薪水嗎,114.26.173.46 08/03 22:36
[公告] dahanjian 2-5e 14天,: 深綠X粉-1,223.139.123.216 07/26 21:53
[公告] dahanjian 2-5e 14天,: 14天不能上班哭呀,223.136.85.180 07/26 21:54
[公告] dahanjian 2-5e 14天,: 當不成漢奸了，幫QQ,223.136.249.216 07/26 21:55
[公告] dahanjian 2-5e 14天,: 版主真是勤勞有效率,118.165.115.138 07/26 21:59
[公告] dahanjian 2-5e 14天,: 4%-1,39.12.48.66 07/26 22:01
[公告] dahanjian 2-5e 14天,: 綠X-1,118.166.97.234 07/26 22:07
[公告] dahanjian 2-5e 14天,: 哥布林-1,223.137.192.251 07/26 22:10
[公告] mrecct 暫行板規 70天,: 圖打不開,1.164.18.155 07/27 00:39
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 板主又在迫害柯粉了,36.239.28.37 07/27 00:44
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 資安專家快去買帳號繼續貼，氣死板主,42.74.136.234 07/27 00:44
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 洗圖看了真的很厭煩,59.115.151.215 07/27 00:45
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 一直貼這張是不是要引側翼出征統神,101.9.96.111 07/27 00:46
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 董粉88,111.80.46.167 07/27 00:46
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 喔是喔 5555,1.164.18.155 07/27 00:47
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 柯布林-1,111.248.93.45 07/27 00:48
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 綠共喔~他很拚了,114.44.31.98 07/27 00:49
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 去看了這帳號的紀錄，感覺有點奇怪？？？,111.241.127.208 07/27 00:49
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 之前留言有被他黏到。。。很狂的一位,125.229.221.151 07/27 00:50
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 以前看起來像是一個對政治沒有狂熱的女生,111.241.127.208 07/27 00:50
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 柯布林又-1,114.137.69.174 07/27 00:50
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 最近忽然變成痛恨民進黨的人，連講話也不太,111.241.127.208 07/27 00:50
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 像是女生了,111.241.127.208 07/27 00:51
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 以前還會在女版等其他板面發文推文，最近變,111.241.127.208 07/27 00:51
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 成只在政黑和八卦罵民進黨了。看來民進黨真,111.241.127.208 07/27 00:52
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 的是作惡多端，讓好好的一個女生變成這樣，,111.241.127.208 07/27 00:52
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 一定要下架塔綠班！還善良百姓公道！,111.241.127.208 07/27 00:52
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 統粉真噁,118.231.152.189 07/27 00:52
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 痛失柯才，柯憐早市,101.12.30.73 07/27 00:53
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 這個上次我也查過，忽然變得很活躍很奇,106.64.176.74 07/27 00:53
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 怪,106.64.176.74 07/27 00:53
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 終於滾了，舒服,123.205.228.182 07/27 00:58
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 這隻又吵又煩,123.205.228.182 07/27 00:58
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 別忘了有瑋瘋阿  突然反DPP的搞不好,123.193.96.153 07/27 01:00
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 是DPP放出來搞壞柯粉形象,123.193.96.153 07/27 01:00
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 沒邏輯又喜歡跳針,101.12.30.73 07/27 01:00
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 臥底又迫害柯糞了 撕髮不公啊啊啊,36.225.8.44 07/27 01:07
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 樓樓上講得沒錯喔！PTT反串ID也不少,111.241.127.208 07/27 01:07
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 真奇怪不會被盜賣了吧～～～～～,49.215.45.34 07/27 01:07
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 但不管這ID是真心挺柯反綠還是反串，還是感,111.241.127.208 07/27 01:08
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 覺好像有點忽然性別轉換這樣 XD,111.241.127.208 07/27 01:08
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 你殺了一個asdsk456456，還有千千萬萬as,114.46.119.242 07/27 01:10
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: dsk456456,114.46.119.242 07/27 01:10
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 原來是柯粉，殺得好,42.79.244.209 07/27 01:11
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 突然出現的角色 迅速沉沒 再換個ID來戰吧,36.231.78.193 07/27 01:19
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 白圾恐怖  在台灣連po圖的自由都被限制,223.137.69.17 07/27 01:19
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 對對 阿管阿特都是偉瘋反串的,36.229.24.195 07/27 01:22
[公告] asdsk456456 175天 洗圖仔再給我洗看看,:,https://i.imgur.com/ad07oAa.jpg
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: XDDDDDDDDDDDDDDDDDDDDDDDDDDD,27.242.35.74 07/27 01:38
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 喜憨兒洗圖仔終於滾了,106.105.221.151 07/27 01:45
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 這種基本上就領錢做事啦 八卦板一狗票,114.136.137.16 07/27 01:48
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 大概嗑白粉嗑多了,220.142.107.60 07/27 02:31
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 可悲洗圖仔掰囉,115.165.192.246 07/27 03:07
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 洗那個圖其實是證明有網軍攻擊賴清德？,46.223.163.92 07/27 04:25
[公告] asdsk456456 175天 洗圖仔再給我洗看看,:,https://i.imgur.com/f1sidFd.jpg
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 終於進去了齁,36.229.80.208 07/27 07:12
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 蚵粉-1,115.165.194.86 07/27 07:27
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 桶175天總統也選完了，可憐哪,111.249.83.145 07/27 07:40
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 這個一看就是買來的網軍一直在帶特定風向,1.161.116.108 07/27 08:23
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 可見很多人醒了，但台灣還有35%沒醒 你,101.137.177.176 07/27 08:31
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 看看你民進黨做這麼爛還敢嘲笑別人,101.137.177.176 07/27 08:31
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 4%-1,42.72.245.26 07/27 09:57
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 原來洗圖跳針叫做覺醒XDDD 那我還是,182.233.153.53 07/27 19:40
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 一輩子睡著好了,182.233.153.53 07/27 19:40
[公告] asdsk456456 175天 洗圖仔再給我洗看看,: 政黑朱董 痛失戰友,1.169.188.23 07/27 19:59
[公告]忘記了姓名的 請跟我來 qazdrfv 2-2 2-5-g,: 現在讓我們向快樂崇拜,36.239.28.37 07/27 11:25
[公告] castlabell 2-2 7天 要小心囉,: 錢,111.242.18.3 07/27 19:30
[公告] Phjill 2-1 14天,: 新人發帖？？,49.213.175.104 07/27 20:54
[公告] DrGun 暫行板規 455天,: 挖~~~~好慘,36.239.169.243 07/28 11:55
[公告] DrGun 暫行板規 455天,: 數發部的新型AI推文機器人嗎？,39.15.73.199 07/28 11:57
[公告] DrGun 暫行板規 455天,: 自從monene406之後還沒看過有人這樣玩的,49.216.128.227 07/28 11:58
[公告] DrGun 暫行板規 455天,: 機器人測試中？,114.39.201.65 07/28 12:00
[公告] DrGun 暫行板規 455天,: 這是機器人吧,49.216.19.24 07/28 12:05
[公告] DrGun 暫行板規 455天,: 還在測試就抓  這樣後面魚尾巴大蓋吃不,223.137.69.17 07/28 12:06
[公告] DrGun 暫行板規 455天,: 到,223.137.69.17 07/28 12:06
[公告] DrGun 暫行板規 455天,: 我還以爲他就咬我一個呢,123.52.215.130 07/28 12:07
[公告] DrGun 暫行板規 455天,: 挖靠一年多,42.72.79.150 07/28 12:10
[公告] DrGun 暫行板規 455天,: 笑死,42.72.245.26 07/28 12:10
[公告] DrGun 暫行板規 455天,: 舒服了嗎,1.164.18.155 07/28 12:12
[公告] DrGun 暫行板規 455天,: XDDD可憐啊,133.237.92.67 07/28 13:18
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 你是不是M錯篇啊,220.137.164.149 07/28 18:49
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 1樓閉嘴,111.254.93.200 07/28 18:49
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 嗚嗚 板主好兇喔,220.137.164.149 07/28 18:50
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 版主好兇 嚇到我惹 發錢~~,116.241.1.47 07/28 18:50
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 你是版主啊？,114.137.62.97 07/28 18:51
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 不是  我是綠共政黑網軍的頭,111.254.93.200 07/28 18:52
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: M文除了公告就是水桶預告，M錯篇應該給,123.52.215.130 07/28 18:53
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 心靈撫慰金,123.52.215.130 07/28 18:54
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 誰說的 M文也可以是很重要的笑話啊,220.137.164.149 07/28 18:55
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 版主執法怎麼可以亂扣帽子??,82.174.71.100 07/28 19:19
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 這算是亂入人於罪 貪贓枉法嗎?,82.174.71.100 07/28 19:19
[公告] CrazySept 2-2 21天 明年讓綠共崩潰,: 樓上在共三小？看不懂,27.51.32.9 07/28 19:27
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 哈哈哈哈哈哈哈哈哈哈,118.171.154.226 07/28 21:36
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 823砲戰之後再見 大概可以更清楚果凍想幹嘛,36.231.78.193 07/28 21:36
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 哈哈哈哈哈哈哈哈,60.244.195.134 07/28 21:36
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 呵呵呵呵呵呵呵呵,182.233.153.53 07/28 21:37
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 竟然捅韓侯郭粉太過份了,27.52.154.112 07/28 21:37
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 柯粉-1 QQ,36.229.194.105 07/28 21:41
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: CenaC和我一樣是藍柯黑,62.197.154.35 07/28 21:43
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 板主懂不懂敬老尊賢，人家在政黑的時候,36.234.203.106 07/28 21:47
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 你還在學走路，竟然桶老人,36.234.203.106 07/28 21:47
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 西納西可憐哪,61.231.222.3 07/28 21:48
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 呵呵,136.23.35.35 07/28 21:56
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 撕髮不公 白圾恐怖,223.137.69.17 07/28 22:07
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 痛失猴粉,101.12.48.148 07/28 22:09
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 痛失未查證柯粉一枚,42.73.230.25 07/28 22:12
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 未來28天少看一個鬧笑話的咖,114.25.86.206 07/28 22:14
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 馬公主也被媒體追殺的平行世界仔 下去,122.121.250.134 07/28 22:18
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: ...0.0,219.71.113.43 07/28 22:23
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 好慘 崩潰成這樣,150.116.130.119 07/28 22:24
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: 又是這位，爽啦,114.47.196.11 07/28 22:24
[公告] CenaC 2-9 28天 超襲...超貼慣犯,: cake10414也很久沒看見他了,122.118.108.80 07/28 22:29
